text,label,TOXICITY,SEVERE_TOXICITY,IDENTITY_ATTACK,INSULT,PROFANITY,THREAT,SEXUALLY_EXPLICIT,OBSCENE,SPAM
" Um But the one big thing like for me um like I might be still living in Israel today if if um things in the past when I was born and when my mother and my family lived there um there was war like in the sense that there was bombs being dropped um through the through the time of were um it wasn't Palestine, it was he ran through Saddam Hussein and I'm just saying that in the in the way that um there has been a lot that's gone through Israel throughout the time that you know people feel threatened to stay there and every single time you know um Israel has gone through a some sort of you know war or fight or battle or however someone defines it um we're still there and the thing is a lot of people have were, the funny thing is I've met so many different people around the world from who live in Canada now in the U",0,0.18693268,0.12337028,0.3100644,0.13134079,0.11426177,0.3120764,0.08619849,0.044857714,0.06428501
" Um But but yeah no the quick story, the thing that I wanted to say is throughout the time that you know my mother was in Israel for about five years, I was also born there",0,0.06628627,0.024394944,0.11608445,0.031757902,0.034652796,0.05908677,0.043923836,0.066905394,0.11999024
" Um There was a lot of a lot of disaster, a lot of you know buildings that are no longer there um that have been hit and during this time this was in the early 1990s, um late 1980s and and people who may have been there I was and I was a baby at that time um but you know the it created a lot of like psychological issues for a lot of people and people like my mother, like I haven't been back to Israel since then um because two reasons, but another reason is um the the scarcity that my mother or my family has endured um just being there and I would, you know funny enough I was supposed to go to Israel in in 2020 but of course the pandemic occurred and I didn't travel but I was so excited to head back um and to really explore it and try it, but of course at this moment of time I feel unsafe to go back um And you know I just I want everyone to have the opportunity um Everything from you know from birthright to elia to anything else that's out there",0,0.14859322,0.07413937,0.20195642,0.1301093,0.08522454,0.17423122,0.09390099,0.2363379,0.24718606
" Um You know humanity should be the first thing on everyone's list um causing causing harm to each other is not a thing that I think most people in this room can agree on, we don't want to cause pain, we don't want to cause harm, we want to be peaceful",0,0.12550518,0.08198255,0.11005862,0.05728222,0.088732734,0.37792143,0.07480129,0.03139437,0.19798218
" Be connective can be open, be able to understand both sides and connect with people because everyone has a different perspective, but be able to understand the perspective, educate yourself on their perspective and also give your perspective so that other person can also educate themselves on your perspective",0,0.11512757,0.026690494,0.038286347,0.116740294,0.025884924,0.037175648,0.027616153,0.00930458,0.37839812
" And um I think we all in the end can find a common ground and I think thank you for the opportunity for the time, Thank you all",0,0.05009394,0.020226238,0.039064355,0.023479585,0.023606766,0.09981307,0.035611268,0.06763428,0.17540747
" Um does anyone have a question for DJ or can I move on to the next speaker? Yes, I have a question for D",0,0.053304534,0.01946926,0.033101883,0.020788835,0.023737637,0.052792527,0.057528228,0.09159381,0.34503314
" If it's nice to say wishes, you know, we're coming now out of work and you are saying wishes we have here Those wishes for the last 73 years",0,0.06533431,0.021293193,0.03253282,0.032630164,0.025122188,0.09926644,0.03708457,0.031454608,0.2404725
" If as its peaceful as it was during all of the 16,000 years back, if you keep on guys doing this atrocities, stop doing atrocities, then we will say how we can solve our problem",0,0.14562842,0.082806714,0.12803218,0.10331608,0.091662034,0.2791421,0.09952368,0.1014432,0.08109622
 What's happening now? Everybody is hurting you guys,0,0.18411453,0.07698104,0.08506529,0.12743443,0.083491616,0.49799025,0.05325778,0.30651206,0.13094282
 And there are many people even in Israel who say why do we even accept this money? And then the next thing is keep in mind this also makes up a very very small amount of money that the US spends on defence and also small amount of money that the U,0,0.06327062,0.017727144,0.10198309,0.048409164,0.014937705,0.018083325,0.026418896,0.035254925,0.15416703
 I hope this answers your question and that's just my um meat gives it to me,0,0.24207771,0.12978664,0.09039644,0.129465,0.17508209,0.35785833,0.29566213,0.19810297,0.067291014
 I have a question that I follow up with this butter,0,0.05820665,0.02446878,0.056209393,0.028488256,0.051313832,0.06811276,0.107252605,0.0025774352,0.009474467
" And for that to be kept, we ensure the piece by paying Egypt that money",0,0.06830591,0.023837522,0.14232935,0.037683148,0.021269273,0.05390598,0.024851343,0.022247985,0.158597
 But also there they are a very big part of our social fabric and Americans for the past,0,0.07185134,0.03201795,0.1134167,0.055692777,0.038613375,0.038153313,0.05959858,0.040674392,0.08974266
 Um seven poll 60 of the last 70 years have had a very strong emotional bond with Israel because so many of us personally know people who are Jewish and we feel very strongly about the self determination of the Jewish state because we have such a large constituency with whom we have strong social and cultural ties,0,0.074482,0.028574958,0.14921555,0.038367998,0.03136643,0.04748361,0.06958518,0.013324373,0.11090452
" Including the work week, the idea of a weekend child labor laws, food packing laws to make sure that we have high standards of food",0,0.050188858,0.010909012,0.028586296,0.030733546,0.015904762,0.025672764,0.014744467,0.0233486,0.07452746
" Remember this was father in 1948, just three years after the horrors that the whole world learned about it during the Second World War",0,0.100425206,0.0519555,0.05327229,0.04432523,0.033716843,0.35371205,0.020073755,0.06956453,0.15025237
 Israel is by that time the only real democratic country in the whole of the Middle East,0,0.2880074,0.19283076,0.47964436,0.20126781,0.14935344,0.19150887,0.10377796,0.019333065,0.030181523
" Only democratic country, a small countries are being threatened""}],""items"":[{""start_time"":""0",0,0.11981475,0.065916374,0.17380087,0.09829317,0.072559424,0.2579774,0.066745445,0.101842195,0.075027145
" On a good on a good day of crossing trip takes about six hours, 6 or seven hours",0,0.058946438,0.020248855,0.03761169,0.023986183,0.037120204,0.07021781,0.059413236,0.020173213,0.1439712
" And and and, and it's not just on the Israeli side, right? I mean it's on both sides, but the majority of it, it's that one center checkpoint",0,0.080349594,0.03485762,0.18394862,0.0486852,0.043083802,0.04952668,0.050913744,0.010833155,0.013395034
" We were just almost felt like we were in a prison camp just waiting to get on a freakin bus which at that point you're still waiting and and you know you're melting basically from the heat um to go to the other, stop checkpoint to go and get, you know, interrogate again etcetera",0,0.38549367,0.24256667,0.12152429,0.31656668,0.5055368,0.26535237,0.14593652,0.95555556,0.015300773
" But it is a very humane experience, it is a very painful experience",0,0.09518042,0.04969986,0.060552943,0.034029514,0.083622195,0.24193384,0.1255352,0.022359826,0.36421582
" Just like I can fly into Canada from the US or help, just like you can go from Chicago to michigan and drive without anybody stopping me to say where's your I",0,0.099467546,0.03406605,0.113710284,0.10753425,0.020981692,0.07635189,0.026808122,0.06561514,0.2369529
" Or where is your this or is your that and are you Palestinian or not? So um Anyways, thank you for that alexander Mahmoud, I think we did go to you, I wasn't sure if there was something else that you were going to share",0,0.2203404,0.09902589,0.36219326,0.20733109,0.09707234,0.08576644,0.06376098,0.06614411,0.071224555
 I don't in any way support the continued occupation,0,0.09298414,0.03668155,0.13397524,0.051002957,0.044403754,0.099756666,0.029219197,0.02887457,0.14584465
 I support a two state solution according to the previous peace deals that have been on the table,0,0.052061867,0.022105383,0.04904332,0.021535821,0.03236818,0.06282822,0.06732672,0.02904242,0.5228962
" Um my mother's family from Morocco, my wife's parents are both from Tripoli, from Libya, um a big gala B and I want people just in the audience just be mindful that there is a very western narrative here",0,0.09132784,0.044068415,0.08363478,0.05515286,0.043758012,0.14806058,0.0809039,0.13712668,0.25647873
 Ahmadiyya Muslims can practice their faith freely um within the state of Israel,0,0.16466151,0.09217583,0.38999134,0.113410845,0.06248643,0.07481228,0.031570725,0.04686494,0.017618898
" Um The stories here, we're hearing about checkpoints and uh tourism",0,0.058702804,0.015932478,0.05256136,0.026100866,0.028686088,0.07478373,0.054970454,0.013754987,0.030186897
" My son has never been uh to the West Bank once, I took him to see some Palestinian friends in East Jerusalem",0,0.14310841,0.07636973,0.29370096,0.08765269,0.072527364,0.08145191,0.058404088,0.06874582,0.04007706
" And if you hear people on this platform talking stories about this, it's not",0,0.09650959,0.035999075,0.079418,0.066906735,0.055401936,0.07625301,0.034091037,0.021799434,0.32101515
 And that's I mean I've got a lot to say about I'll let other people speak,0,0.13880342,0.051164597,0.111028016,0.08566664,0.10217896,0.16436404,0.10893965,0.18178418,0.14309567
" Robin, you have to hit your on you buying us here and you go there you go",0,0.2740681,0.12653589,0.07906559,0.11497885,0.07243836,0.7430262,0.05802275,0.07232201,0.106112055
 Um and for the first time in a very long time it feels reassuring to be in a community of people talking about their own experiences and histories and putting stories to faces,0,0.081129886,0.042517874,0.08721925,0.043313198,0.041338217,0.16950792,0.06282833,0.033586666,0.12950172
 Um So I wanted to share a link that is in my profile to an art project by Jr and Margot who are street artists,0,0.117888644,0.049413167,0.056190133,0.09792397,0.08499398,0.1598218,0.056575865,0.06341319,0.61569697
 And they did a large scale project in um basically on the wall built between Israel and Palestine featuring faces of Palestinians next to Israelis,0,0.11869691,0.0924439,0.25244266,0.065834805,0.05033027,0.27209085,0.068698674,0.010398053,0.032510035
" Um and I wanted to share this with the moderators not necessarily share here, but I feel like it's a really important visual uh story of humans and um the fact that when you put two people next to each other with no real description, it's really hard to tell where they're, where they're from, Sometimes it depends on the person obviously, but our stories, I feel like sometimes we're defined by our stories when really we're all human",0,0.06942514,0.033197984,0.06801012,0.032646492,0.038399484,0.102481455,0.042551488,0.038434394,0.59399277
" Um My grandparents Eventually moved to Poland and then Israel, where most of my family lives",0,0.108503245,0.078831576,0.21090296,0.056175914,0.057097513,0.2320186,0.07880634,0.04277623,0.10028457
 I think as an american who just suffered through four years of trump and who continues to be under this Republican party that makes decisions that have nothing to do with my beliefs,0,0.09268741,0.025183188,0.12484432,0.07224032,0.024659714,0.03157009,0.031481206,0.0512428,0.06372965
" Um and the government of Israel is represented in a very small number of people and I was just looking at my passport, someone mentioned, you know, I have a stamp from the first time I went to Israel when I was less than two years old and I have I have vivid memories of going to Israel every few years throughout my entire life um meeting some Palestinian women in France and almost going to Gaza the last time I was in Israel and I didn't get the chance but um I didn't intend to speak today",0,0.17750342,0.10261455,0.34356904,0.11780194,0.08105829,0.21686201,0.1142642,0.08496937,0.06772027
" Um and I just shared this project that jr the face to face project, because I think it's important, um but I'm so thankful because I've been feeling so lost and disheartened by so much of the rhetoric around what's happening um between, you know, humans in um Israel and Palestine, and I've been trying to figure out how to speak out against it and just being here today, like being on here for 12 plus hours, um Hearing stories, I realized like that is what I really and here for right now is to hear stories of people who have been affected by this um the division and the unrest that is really the product of like a few people and it affects the majority",0,0.10012336,0.041339166,0.1464615,0.07580533,0.032713417,0.09455011,0.04515619,0.06184753,0.19671015
" Um and if you go to my profile, you can see the link to this project",0,0.0956212,0.045016304,0.050606072,0.044888467,0.07382291,0.1978435,0.07202386,0.03495605,0.33350825
" Um I want to thank every single person for being here at the moderators, just like, so much respect for what you're doing",0,0.14111474,0.063413955,0.08716341,0.12403082,0.068274654,0.22982095,0.07004263,0.17379542,0.75653
" Um I can't wait to invite more people in and my Israeli, I intend to reach out to my Israeli family",0,0.2520907,0.21265589,0.45368218,0.1217284,0.11999976,0.3876301,0.09923067,0.026497366,0.06812051
" Um and this is also I think a really good opportunity for so many people, like a catalyst for conversation around a really hard subject",0,0.09912166,0.03333102,0.053599667,0.06679673,0.052695036,0.16074863,0.071841665,0.035177577,0.74109936
" Um so thank you for letting me share, I can't believe I actually um um and just like a lot of gratitude for what's happening in this space and check out the JR project",0,0.0614562,0.0152586475,0.038453247,0.04342498,0.018116888,0.050118573,0.023947485,0.02953295,0.8551962
" Um he also has a ted talk, but the uh the project I featured in my profile is specifically Faces of Palestinians next to Israelis, uh farmers next to farmers, twin sisters and brothers and um you know, you can't tell about, you can't tell who's Palestinian and who's in who's Israeli just by looking at that, like we're all human sharing this human experience and thank you for this group because I feel so connected to humanity through it",0,0.16320714,0.11107503,0.30575612,0.12626573,0.105738744,0.2122578,0.11725261,0.012068938,0.19961026
" Um I've been at it for a while, um but before we do that, I just want to say something real quickly",0,0.078586556,0.030422173,0.043618135,0.028238706,0.053705875,0.1655896,0.10352399,0.09189981,0.14423658
" Um so folks, please please please don't always have a ton of people raising their hands",0,0.12196179,0.058977842,0.07546731,0.08901323,0.045936882,0.29666287,0.062349193,0.08244754,0.09628045
" Unfortunately, most of you do not have anything in your profile",0,0.28127015,0.075151116,0.11190916,0.26632297,0.089746945,0.09780412,0.054349348,0.020952353,0.113869645
" Um put something in your profile, connect to social media if you have it",0,0.08530897,0.0305306,0.042997397,0.0618229,0.035661243,0.10223077,0.104794204,0.08476217,0.40222427
" And even more importantly, put on top of your profile a sentence, some statement about what you want to talk about or um or the question that you would like to ask",0,0.08237936,0.02611777,0.03285089,0.05799311,0.025241097,0.06375157,0.044254303,0.010175653,0.04705127
" I just will take the opportunity to mention the startup in Gaza that I was talking about, that had their premises demolished",0,0.18183428,0.1550084,0.18599866,0.107584625,0.12681475,0.5754689,0.14106794,0.07981042,0.19774163
 Mohammed abu matter is a young guy who is the founder and uh some of his friends started this crowdfunding campaign and I put it on my twitter feed and it's the first thing of my profile,0,0.18624407,0.1776925,0.27145568,0.15940712,0.16143772,0.17245206,0.17242996,0.11167653,0.55497044
 I I've been following you guys for for a few days and I have I have uh and I love I love the fact that there is dialogue and I love the fact there's both people speaking up and it's it's really awesome,0,0.057290707,0.02950688,0.044197787,0.028672837,0.055091865,0.083892584,0.13085385,0.041838586,0.6688312
" Nor right, so so reach out if you know how to help or if you want to help and and broaden this",0,0.055338394,0.020214265,0.042598445,0.028024472,0.025692087,0.08622185,0.025165249,0.075491354,0.31577632
 And the last group I got tonight was how fast I was blocked,0,0.16022773,0.06772168,0.12049626,0.10321935,0.11887276,0.17817113,0.09643589,0.05948272,0.36324614
 I can guarantee you there is 3000 reports went in less than one minute nothing happened to the I can guarantee you with him,0,0.08034795,0.029438367,0.03770894,0.059135236,0.03871793,0.07497104,0.04970505,0.09246301,0.21162237
" I just call it whatever you wanna call it, right, right, wrong",0,0.10776698,0.04252519,0.09699859,0.056758087,0.054897353,0.106234044,0.05158809,0.08746929,0.12355333
" I don't care at this point, there is no right and there is no wrong because all of the principles has been twisted to a no terminology, right? I get blocked on the spot",0,0.24162148,0.10678393,0.14104794,0.2228689,0.096881986,0.25697315,0.064791426,0.024064422,0.109089434
 So you know what? They do their part and we will do ours peace,0,0.12702739,0.06327759,0.08471769,0.07796214,0.060609017,0.23953116,0.04977288,0.028143562,0.11095352
 I saw how you interacted emotionally in that regard,0,0.1851372,0.06447559,0.11661396,0.1677542,0.09435598,0.09370475,0.06006313,0.026688933,0.08084347
" And yeah, it's difficult for our Palestinian uh, words to be heard, but we have been getting some reach",0,0.16985637,0.092746556,0.38886282,0.11184328,0.11591446,0.120630935,0.14368586,0.03377907,0.021235652
 And this is how we win the war or quote unquote win the war,0,0.13423303,0.055735737,0.072937824,0.052687507,0.06935918,0.33876884,0.05295807,0.050887566,0.2940616
" We are not there, so we can't help them on the ground, but we can educate to help the Israelis",0,0.2407271,0.14531669,0.45033237,0.20317292,0.100585334,0.13931799,0.05969993,0.017031796,0.04840641
 Find out more about what their government is doing to them and two other people of course,0,0.14316066,0.071362235,0.1496109,0.10606291,0.079102725,0.21633558,0.044711754,0.05910757,0.061069693
" And uh, last thing regarding your comment about you being blocked",0,0.3232408,0.08532776,0.11038064,0.26769096,0.083810054,0.17810915,0.04400113,0.007103543,0.033801183
" I think it was the club house rules of disrespecting others and, and uh, and language, I think that's why you probably got locked",0,0.19555655,0.1024609,0.14578903,0.175713,0.09127937,0.37488317,0.0679076,0.0577701,0.10384762
" Uh, yes, emotions take a lot of part in these conversations",0,0.061357494,0.027324414,0.035139978,0.026746567,0.035644017,0.09330714,0.06367659,0.031881053,0.099891976
 I saw you in a different point of view because of the way you attacked whatever that guy's name is instead of trying to educate him,0,0.31089434,0.09282771,0.053979363,0.30148953,0.073086254,0.35245833,0.041681148,0.045522477,0.028722744
" But what I'm saying is the smallest room I opened, it had 200 people in it",0,0.12862042,0.06888908,0.12487492,0.07731153,0.108284675,0.1681417,0.14563517,0.06918999,0.25331476
" Trust me, I know I'm not going back to the clubhouse like an educated and honest",0,0.11025304,0.053401608,0.10131967,0.10068375,0.05504497,0.16115877,0.038682487,0.071025826,0.2461461
 There's nobody that's gonna understand more than me,0,0.113298185,0.047124937,0.07607392,0.057689313,0.080196105,0.15353243,0.07943494,0.037593096,0.054252822
" But if it takes another four years of frustration, but to educate every person we reach is away",0,0.13854294,0.033970263,0.057888012,0.12714674,0.043390043,0.08890347,0.02245486,0.031460937,0.12695237
 That's why my department is not today in the educational one,0,0.06450409,0.019819811,0.047573645,0.033216726,0.034389142,0.06456559,0.034763407,0.06906598,0.5675046
" I didn't mean I was talking to my son, I didn't mean to, I didn't know I was unknown muted, but I did want to ask a question",0,0.02439999,0.008161138,0.013837545,0.0064440044,0.019939031,0.02676602,0.03468217,0.014001842,0.2121649
 So Today after 73 years it's a pretty much impossible to tell Israelis get out right? So my my thoughts are a one state solution,0,0.1595563,0.08809892,0.30264038,0.12719862,0.11211896,0.16612579,0.10330789,0.09076827,0.19397293
 I know that's gonna be impossible but there are certain steps that we could take to get to the end result and to start off by ending the occupation because that's the biggest issue right now is what needs to be done,0,0.10181486,0.06621238,0.08321303,0.031615138,0.04708912,0.5086771,0.0483749,0.02815447,0.11346213
" And I think that ending the occupation has to come in within just like the Blm movement, it came, it came within no other country in the world happened out the U",0,0.15377468,0.100096166,0.17537315,0.112007335,0.08069716,0.32623544,0.16854377,0.04328668,0.10566724
" The Israelis have to acknowledge the occupation and oppression of the Palestinian people and they have to whether it's a revolt against their government or whatnot or do whatever they need to do to end the occupation, That's number one, number two is stop the illegal settlements because that's just increasing the amount of Israelis that are going into that land",0,0.29180014,0.17117436,0.47078225,0.21156193,0.121736065,0.2671898,0.08748329,0.0075526475,0.009614309
 Uh and that's going to create the population issue which is going to create the whole occupation again or the suppression of the Palestinian people and here and I do believe that today We are miles away from where we were 10 years ago or a year ago because of social media and people are becoming more aware of the situation,0,0.13408913,0.07066978,0.25474778,0.07110444,0.06146913,0.23703879,0.036856633,0.010442175,0.097374804
 They can stay there Yet again that this assembly of the Israeli state is on the table,0,0.122348785,0.065409504,0.21620797,0.087919556,0.06757676,0.10548687,0.08603838,0.021123689,0.036419395
 We can use the South african example And how they operated there,0,0.15325047,0.114968345,0.29957244,0.09163134,0.10199003,0.29055408,0.093143836,0.045062065,0.016590936
 It took a little bit of time but it did not take 73 years and it worked,0,0.043632492,0.012103681,0.02720681,0.019499268,0.024021868,0.027499966,0.029496428,0.0328974,0.09739159
" If you use out of too many of our brain out of Palestine and the Ashkenazis, Mizrahi's, all of those, They are different from each other in the eyes of the law within the state",0,0.2698488,0.14668962,0.37996277,0.3049025,0.098420106,0.12835199,0.101623215,0.059935834,0.12750797
" I'm not disagreeing with you, but to joe's point, it's uh P 1914 when we when we said Saddam Hussein is a tyrant, we took him down, right? So may as well, we can take the state their 100% 100%",0,0.30761838,0.087164335,0.08083697,0.35915226,0.09130642,0.15737624,0.08152067,0.068710715,0.04172743
" But to joe's point Pre 1948, jews christians and Muslims lived in harmony altogether",0,0.23472737,0.14928849,0.4729427,0.1494063,0.09766955,0.07338547,0.051983625,0.013007466,0.08921971
" So, so the only thing that changed is it became the state of Israel",0,0.12947896,0.06414898,0.25220588,0.082657754,0.0569798,0.13312262,0.043433655,0.05159385,0.019239686
" So definitely um oppression needs to stop, the one sided war needs to stop and once that happens, I think that will be the biggest catalyst",0,0.15472144,0.08486413,0.11134553,0.1293193,0.065949604,0.39463246,0.07993971,0.061988663,0.09763283
" They're just by stopping this one sided war just by removing the blockades, just by removing the military checkpoints",0,0.2709638,0.1986551,0.21929523,0.16904297,0.098984055,0.712853,0.05574299,0.035396505,0.032684285
 And I think then we can we can maybe like revisit that and go from there,0,0.050143566,0.01871095,0.03057015,0.018469581,0.027663525,0.07904047,0.07087392,0.04412906,0.18038383
 Those people need to pay for the crimes they've done,0,0.35351628,0.20294885,0.30240437,0.23064534,0.102927566,0.52703506,0.05365726,0.114068046,0.10373595
" Sure, but at the end of the day, someone needs to be held accountable accountability is one of the biggest things that's gonna let us get over this and go back as a lot",0,0.08018131,0.03415186,0.062895305,0.055662293,0.05283237,0.13612317,0.093735754,0.0900903,0.051802218
" The muslim state, we never wanted a muslim state in Palestine, it was never called that it can be a land for all because we do respect all religions there",0,0.15114391,0.067420356,0.39074892,0.08393371,0.061157145,0.049986266,0.043224253,0.005595791,0.028683312
" We want to live among everybody there, but it's very hard to forget what's been done to us",0,0.05754725,0.034417268,0.046377104,0.017853035,0.055996954,0.21363308,0.11138266,0.028915005,0.023636622
" But I do think this accountability will at least let us move forward and that I think if I can add, I mean, just you have to look at it this way go, it's like justice has to come first, Liberty has to come next",0,0.06779747,0.0243251,0.054531414,0.040951297,0.036306985,0.07135285,0.08278142,0.04289639,0.07243635
 Um and then peace and reconciliation can come after,0,0.08053424,0.035882,0.063339196,0.044287413,0.041265007,0.13021818,0.062497865,0.032147348,0.1028238
 It's like the one state solution is kind of like removing an oppressive regime and with removing the oppressive regime and the justice comes trying war criminals that have okay,0,0.3492127,0.28081322,0.30313072,0.26956835,0.14050266,0.71132916,0.08838123,0.058629576,0.040930822
 And then we'll so another question is um so let's say we do that,0,0.03357258,0.009607247,0.019538436,0.010904098,0.018887518,0.04287034,0.03297699,0.10110309,0.058850624
" There's a they remove the block, they don't they don't expand, they don't go settle in more territories, they removed the blockades",0,0.12626423,0.08147901,0.1111145,0.07217221,0.07324416,0.45475614,0.08348258,0.045882244,0.045645516
 But then there's the issue of say your ancestors lived in java or tel Aviv and they had houses that were taken from them,0,0.14533937,0.056031745,0.087261625,0.1200243,0.07703295,0.11630943,0.087404415,0.077361204,0.15357992
" Does that all how how does that get? I mean, who owns what with with from a real estate wise people live in Israel or uh in the occupied territories, have a house, they work, they bought at their house and um but then your great great grandfather used to live there",0,0.07199303,0.04270745,0.12103577,0.046982326,0.02570094,0.102549694,0.04713663,0.022608984,0.10271744
" Uh My thoughts are like my grandfather lived there, not my great, great, great great grandfather is just my grandfather",0,0.057310957,0.021976337,0.04191159,0.021677423,0.02697113,0.042265218,0.04490183,0.08000279,0.46923098
" So to be able to get to my point, my father lived there until he was in his early teens",0,0.13556893,0.062297773,0.0775038,0.09118827,0.08455973,0.25793293,0.11651714,0.035003852,0.2508904
" But me personally, I'm not going to go back and ask for a house that somebody lives in because that's just going back to the same cycle and repeating everything since I am doing what exactly",0,0.12079944,0.073450245,0.07468738,0.06144299,0.073425755,0.32611674,0.09412025,0.06413333,0.25063053
" Since I'm the living proof, I can tell you, I have moved on",0,0.055123128,0.017695215,0.031801995,0.022292804,0.034094144,0.08836171,0.076596774,0.071829006,0.53947306
" No, and I think another really important thing, what did he leave that guilt is I don't know, I didn't kick him out",0,0.15726075,0.0755183,0.06269503,0.06913598,0.07763683,0.51973784,0.09774081,0.25615665,0.10547953
" I'm Maria, I'm your moderate Iraqi catholic on the stage",0,0.25489074,0.17609939,0.4277034,0.15861829,0.14037083,0.40491232,0.13194896,0.008930402,0.029027438
 So I would like to speak on that since you brought it up in this room,0,0.08374195,0.035597302,0.05563423,0.053151626,0.05434731,0.13351257,0.11284532,0.0450549,0.13206366
" So we better understand how to have a dialogue in a way that's honoring to to all humans, because I don't think it's ok to for anyone to, you know? Yeah, I just don't think it's ok for for people to leave the space feeling this heart and thinking that this is what we're trying to do with our platform",0,0.084935494,0.031054763,0.06183229,0.051112574,0.04813465,0.06816568,0.022349566,0.102570996,0.44608462
" So guy and and Maria and and Rania, who's who's next? And Ryan is good to see you here",0,0.09420329,0.029961202,0.029537942,0.09530523,0.042120572,0.057233803,0.04230462,0.0628676,0.0657369
 So I've always known that one day we'll be working together on this,0,0.044120044,0.016087467,0.03213258,0.015063997,0.027494851,0.091742456,0.074173875,0.08508777,0.103900805
" I literally we need to Maria, that's why I love you because we both love both people and I think most people here if they didn't come with that love for both people are slowly uh learning to love both their people and the other people",0,0.14970447,0.08617787,0.12765308,0.10213911,0.11732094,0.12594682,0.23808758,0.101620495,0.14086747
 I think that's the key of what we're trying to achieve here,0,0.08405518,0.03333368,0.123271085,0.054398213,0.056505606,0.1280818,0.058296427,0.06668495,0.17978513
 So who was next? Was there please on mute And we are listening however was next I think I was hello everybody,0,0.08806249,0.035636548,0.061041765,0.061624307,0.049546957,0.12727614,0.070952006,0.04290535,0.32348844
 I'm grateful that I can meet Palestinians and jewish people from all over the world and can hear your story,0,0.19757536,0.17168923,0.42075822,0.11338736,0.096476726,0.24058364,0.03349635,0.0074547348,0.0917938
" But what can I say is that I feel so grateful that I have the dollar sight of my, my Romanian uh that can bring me some some objectivity um and some calmness",0,0.22681588,0.1084715,0.16814986,0.111844264,0.24529746,0.18008468,0.18784653,0.19755809,0.49366388
 Even so I emphasize a lot with the Palestinian and also with the two people because every one of them has a reality and I can agree with each one of them,0,0.07475052,0.044164203,0.14604907,0.04177641,0.04575816,0.08725314,0.067674935,0.009172875,0.102637716
 But I think that the politic side of the things um catch up and bring us to this way of putting the story in a line and it's hard for me two to see like a solution,0,0.06564032,0.030313084,0.039537128,0.024897592,0.05702837,0.09490942,0.10514912,0.18032089,0.19759296
" I hope that in my life I will see one and I will be happy to go to my grandfather village from, from Palestine",0,0.10291462,0.09812722,0.21284683,0.045058552,0.057670046,0.3511398,0.12020395,0.047626648,0.22947519
 And also I liked it Uh seeing like the Muslim and the Orthodox people because I'm I was born here in Romania and uh here are more than 80% of the people are orthodox,0,0.1045828,0.043677952,0.29591882,0.06125959,0.048239443,0.05172573,0.061703637,0.031006902,0.07834917
 Uh and I'm open to enter in any uh any any place of God,0,0.08344783,0.045862418,0.12497454,0.035677582,0.08302285,0.07877795,0.075323015,0.06425981,0.04536779
" Uh, I don't know, first energy that brings me peace",0,0.08730691,0.038804818,0.103141114,0.048392504,0.06260893,0.10865244,0.06108253,0.024262037,0.3418132
" And I hope that we we could and I think these kind of discussions even so they are, they're hard because we have emotions and probably I don't have so much than people that are living, I don't know in Gaza or in West Bank because it's hard for me to imagine to not have this that kind of emotion where if I will, I would live there",0,0.14751899,0.08795857,0.099065885,0.08370698,0.08585377,0.3424354,0.08660388,0.016870158,0.1207418
" Um even so, I have a lot of liberties where where do I live? Um I hope that we could be more, I don't know, understandable with each other and accept each other and feel like we are all citizens citizens of the world",0,0.115000255,0.086785845,0.13444906,0.07467391,0.0774105,0.1920012,0.14034009,0.016188696,0.2827031
 I I had Maria call my name out area but I was unable to speak at the time,0,0.11348299,0.057799138,0.06749081,0.066150434,0.111165054,0.124650225,0.20442185,0.045146856,0.13043216
" Uh just once I can excuse me, Mr be a gentleman and let the lady go first",0,0.18215169,0.07195558,0.16790472,0.10726947,0.0983461,0.17834033,0.12370383,0.16090733,0.15972255
" I just wanted to confirm with the mods, but it's okay",0,0.059552506,0.04018707,0.07374375,0.024761155,0.07817012,0.110669054,0.14796698,0.083112136,0.0683923
" Thank you so much for moderating such an inspiring talk between both Israelis and Palestinians, and it's really beautiful to hear everyone's opinions and stories so far",0,0.14177759,0.08118633,0.28427103,0.10947729,0.06262424,0.10280456,0.06319508,0.010812756,0.14438844
" Um following on from what was just spoken about, um I wanted to pose a question to majority of the Israelis within this conversation, um there has been a lot of conversation and sentiment to live in a world where where Palestinians and Israelis are united and that is really beautiful to hear",0,0.15440693,0.11835413,0.2999853,0.10297152,0.060960956,0.16678593,0.09499926,0.035998568,0.14783359
" And it's really hard woman to hear that, you know, firsthand from yourselves with regards to an earlier question that I think in your post as well, about the government's actions with regards to the Israeli government, How is that reflecting these ideals from what you can see so far and in your personal opinion, What on the ground are actions that could be taken in the future to make this realistic and make this dream a reality of of unity? Um what do you think is your opinion and how could this actually genuinely go forward? Thank you so much",0,0.15437397,0.07316621,0.2157123,0.14797628,0.07771387,0.09522696,0.084770925,0.009569667,0.0797861
" Sophia just so you get the precise answers, actions on the ground by the Israeli government",0,0.23063847,0.15516539,0.38286597,0.15941839,0.12628159,0.25944704,0.09513295,0.011412284,0.04232508
" Like what should we be voting for, do you mean or? Yeah, generally as well and general opinions on what could be done going forward? Thank you",0,0.0398335,0.013972848,0.021686621,0.022492377,0.019750021,0.030830573,0.036374733,0.025858706,0.11802915
" Um Yeah, okay, I don't see flashing mix and so I guess I will answer you have to take you guys",0,0.240914,0.1174568,0.13501309,0.12594408,0.12305288,0.5331374,0.13749093,0.1398266,0.13188884
